,Id_card,Id_firm,Organization_name,Rubric,Project,Subject,district_ofsubject,city,index_of_city,post_index,street,house_num,houseId,Callphones,Email,Sites,SocialNetworks,how_to_pay,work_schedule,philial_amount,lat,lon
123,70000001037178501,70000001037178500,Магазин молочной продукции,Молочные продукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,4 к2,4504235282568277,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 19:00,1,55.6322298795329,37.4866846790513
271,70000001040688673,4504137598332676,"Рузское молоко, сеть фирменных магазинов",Молочные продукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,20,4504235282560767,+7 (495) 784-63-47,rusmoloko@rusmoloko.ru,russkoe-moloko.ru,,Расчёт по картам|Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 20:00|Воскресенье: с 9:00 до 20:00,10,55.612620385823796,37.5361222030714
298,4504127909065222,4504136498648994,"Умалат, производственно-торговая компания",Молочные продукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,137 к1,4504235282573002,+7 (495) 782-15-16|+7 (495) 287-60-91,mail@umalat.ru,www.umalat.ru,public46243136|mozarellaclub,Оплата через банк,Понедельник: с 9:00 до 18:00|Вторник: с 9:00 до 18:00|Среда: с 9:00 до 18:00|Четверг: с 9:00 до 18:00|Пятница: с 9:00 до 18:00|Суббота: -|Воскресенье: -,1,55.6421457034645,37.47301465604671
167,70000001036779053,70000001018204081,"Мичурино молоко, сеть фирменных магазинов",Молочные продукты|Колбасные изделия|Сыры,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,3а,4504235282602891,+7-919-992-55-77,michmol@mail.ru,www.michmol.ru,public72488346,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 10:00 до 22:00,11,55.604638494503796,37.5234776069637
32,70000001036594800,70000001022355772,"БеларусЪ, сеть магазинов",Молочные продукты|Колбасные изделия|Сыры|Консервированная продукция,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,2,4504235282569062,+7-966-111-88-66,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 20:00,13,55.603142413887994,37.541381300070796
188,70000001033128317,70000001025351389,"ОкМолоко, сеть магазинов и киосков",Молочные продукты|Консервированная продукция,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Новоясеневский проспект,46 ст14,4504235282578130,+7 (499) 558-08-04|+7 (495) 105-10-62,,www.okmilk.ru,club127887112|okmilk.ru,Расчёт по картам|Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,66,55.5989821460454,37.556661463390604
187,70000001036703197,70000001025351389,"ОкМолоко, сеть магазинов и киосков",Молочные продукты|Консервированная продукция|Мороженое|Хлебобулочные изделия,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,1д,4504235282578716,+7 (495) 105-10-62,,www.okmilk.ru,club127887112|okmilk.ru,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,66,55.6195447034867,37.5020867437552
96,70000001040833645,70000001040833644,Киоск молочной продукции,Молочные продукты|Сыры,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,24а киоск,70030076166192009,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 10:00 до 21:00|Вторник: с 10:00 до 21:00|Среда: с 10:00 до 21:00|Четверг: с 10:00 до 21:00|Пятница: с 10:00 до 21:00|Суббота: с 10:00 до 21:00|Воскресенье: с 10:00 до 21:00,1,55.6062837203412,37.5301443640132
148,70000001041210127,70000001041210126,"Магазин сыров и молочных продуктов, ИП Гасанов Н.В.",Молочные продукты|Сыры,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.618173694795196,37.509555786185004
193,70000001031717165,4504136498456944,"Останкинский Молочный Комбинат, ОАО, фирменный магазин",Молочные продукты|Сыры,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Варги улица,26Б,4504235282568568,+7 (495) 618-06-95,,www.omk-moloko.ru,omk_moloko|omk_moloko|Ostankinskoe|ostankinskoe,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.6345282559896,37.4748738991903
18,70000001020413008,70000001020413007,"Presto, студия современной музыки",Музыкальные курсы,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,123,4504235282572582,+7 (495) 006-87-37,presto-school@mail.ru,www.presto-school.ru,prestoschool,Наличный расчёт|Оплата через Интернет,Понедельник: с 10:00 до 21:00|Вторник: с 10:00 до 21:00|Среда: с 10:00 до 21:00|Четверг: с 10:00 до 21:00|Пятница: с 10:00 до 21:00|Суббота: с 10:00 до 21:00|Воскресенье: с 10:00 до 21:00,1,55.6467062529659,37.4794263813871
287,70000001025276790,70000001025276789,Студия по обучению игре на гитаре,Музыкальные курсы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Паустовского улица,2/34,4504235282569062,+7-916-466-26-53,,,,Наличный расчёт,,2,55.603142413887994,37.541381300070796
25,70000001039690166,70000001039690165,Академия музыки Владимира Коробки,Музыкальные курсы|Курсы вокала,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Литовский бульвар,7,4504235282560695,+7 (495) 127-04-77,mak_academy@mail.ru,mak-academy.ru,,Наличный расчёт|Оплата через банк|Расчёт по картам,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: -,1,55.613785268893004,37.5388467034966
191,70000001041205480,70000001041205479,Оптовый продуктовый магазин,Мука / Крупы|Овощи / Фрукты|Консервированная продукция|Чай / Кофе,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б ст5,4504235282684086,+7-968-439-40-81,,,,Наличный расчёт,Понедельник: с 8:00 до 19:00|Вторник: с 8:00 до 19:00|Среда: с 8:00 до 19:00|Четверг: с 8:00 до 19:00|Пятница: с 8:00 до 19:00|Суббота: с 8:00 до 19:00|Воскресенье: с 8:00 до 19:00,1,55.617151443771704,37.5126281142882
79,70000001040602254,70000001040602253,"Дом мяса, магазин мясной продукции",Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,144,4504235282569509,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.624352741022605,37.508270207181894
126,70000001025446980,70000001025446979,Магазин мяса,Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,вл1Б ст1,70030076127400334,,,,,Наличный расчёт,Понедельник: с 10:00 до 20:00|Вторник: с 10:00 до 20:00|Среда: с 10:00 до 20:00|Четверг: с 10:00 до 20:00|Пятница: с 10:00 до 20:00|Суббота: с 10:00 до 20:00|Воскресенье: с 10:00 до 19:00,1,55.6184555361028,37.5015915923706
130,4504128908930638,4504137598654457,Магазин мясной продукции,Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,128 к2,4504235282570308,+7-926-943-80-88,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,3,55.630335146753595,37.5151019847491
192,70000001037272359,70000001036636253,"Орловское мясо, ООО, сеть магазинов",Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Варги улица,26Б,4504235282568568,+7 (495) 974-70-80,,orelmeat.com,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,11,55.6345282559896,37.4748738991903
125,70000001025435165,70000001025435164,Магазин мяса,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,9 к4 ст1,4504235282602784,,,,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.619030447425004,37.4942714007833
127,70000001041203043,70000001041203042,Магазин мяса,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1в,4504235295679984,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.61768880504211,37.5104665880515
128,70000001041204462,70000001041204461,Магазин мяса,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
172,70000001025754568,70000001025754567,Мясная лавка,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,32/2,4504235282557498,,,,,Наличный расчёт,Понедельник: с 8:30 до 22:00|Вторник: с 8:30 до 22:00|Среда: с 8:30 до 22:00|Четверг: с 8:30 до 22:00|Пятница: с 8:30 до 22:00|Суббота: с 8:30 до 22:00|Воскресенье: с 8:30 до 22:00,1,55.5942110171276,37.5459173430979
179,70000001040688664,70000001040688663,Мясной бутик №1,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Литовский бульвар,20,4504235282560767,,,,,Расчёт по картам|Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 20:00|Воскресенье: с 9:00 до 20:00,1,55.612620385823796,37.5361222030714
180,70000001027850041,4504136499457315,"Мясной дворик, сеть магазинов",Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Вильнюсская улица,5,4504235282578308,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 20:30,29,55.6038107191333,37.523076778683894
181,70000001027925521,4504136499922728,"Мясной пассаж, сеть магазинов",Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1,4504235283015750,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:30|Вторник: с 9:00 до 21:30|Среда: с 9:00 до 21:30|Четверг: с 9:00 до 21:30|Пятница: с 9:00 до 21:30|Суббота: с 9:00 до 21:30|Воскресенье: с 9:00 до 21:30,5,55.6320377322181,37.4833743872293
307,70000001032954466,4504136500154679,"ХрюКому, сеть магазинов мясной продукции",Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,4 к2,4504235282568277,8-800-500-47-68,ooohryukomu@mail.ru,vkustorg.com,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 19:00,5,55.6322298795329,37.4866846790513
11,70000001041184393,70000001041184392,"Halal, магазин мясной продукции",Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты|Колбасные изделия,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.618173694795196,37.509555786185004
129,70000001023000842,70000001023000841,Магазин мясной продукции,Мясо / Полуфабрикаты|Мясо птицы / Полуфабрикаты|Специи / Пряности,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,11 к7,4504235282561147,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 20:00,1,55.5982482971634,37.5128925783078
41,4504127908714687,4504136498458141,"ВИЛДО, ООО, оптовая компания",Мясо / Полуфабрикаты|Сырьё для пищевой промышленности,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,6 к2,70030076165956649,+7 (495) 424-58-11|+7-926-711-07-62,ars951@yandex.ru,www.backfat.ru,,Оплата через банк,Понедельник: с 9:00 до 18:00|Вторник: с 9:00 до 18:00|Среда: с 9:00 до 18:00|Четверг: с 9:00 до 18:00|Пятница: с 9:00 до 18:00|Суббота: -|Воскресенье: -,1,55.6135160030391,37.514410192148794
83,70000001023039509,70000001023039508,"Инесса, ООО, магазин мясных изделий",Мясо птицы / Полуфабрикаты|Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Инессы Арманд улица,6а,4504235282577842,,,,,Наличный расчёт,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,1,55.5909876994826,37.54523480314511
317,4504127909009829,70000001035790072,"ЯЗМ, ООО, торговый дом",Мясо птицы / Полуфабрикаты|Мясо / Полуфабрикаты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Голубинская улица,4а ст1,4504235282684166,+7 (495) 423-69-29|+7 (495) 423-73-39|+7 (495) 423-23-56,yasnue-zory@mail.ru|kdmin@bk.ru|yasnie_zori_m@list.ru,jasnzori.ru|td-yazm.ru,jasnzori|mpc_yasnye_zori,Наличный расчёт|Расчёт по картам,Понедельник: с 7:00 до 16:00|Вторник: с 7:00 до 16:00|Среда: с 7:00 до 16:00|Четверг: с 7:00 до 16:00|Пятница: с 7:00 до 16:00|Суббота: с 7:00 до 14:00|Воскресенье: с 7:00 до 14:00,1,55.6105483120338,37.5137854138687
87,70000001039298239,70000001007292943,"Ирбис, танцевальная и театральная студия для детей",Обучение танцам|Театральные курсы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Литовский бульвар,7,4504235282560695,+7 (499) 288-17-42|+7-906-797-75-99|+7 (499) 455-09-57|+7-906-797-77-48,info@irbis-dance.ru,irbis-dance.ru,irbis.dance.school|irbis_school|Irbismsk,,,15,55.613785268893004,37.5388467034966
84,70000001023039481,70000001023039480,"Инесса, ООО, магазин овощей и фруктов",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Инессы Арманд улица,6а,4504235282577842,,,,,Наличный расчёт,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,1,55.5909876994826,37.54523480314511
97,70000001036703632,70000001036703631,Киоск овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,17Б киоск,4504235283115712,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.624036835563494,37.489957241631295
98,70000001030437364,70000001030437363,"Киоск овощей и фруктов, ИП Рощина Е.В.",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117593,Соловьиный проезд,18 киоск,4504235312026031,,,,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.604450228893796,37.5553585469025
131,70000001041186528,70000001041186527,Магазин овощей,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,+7-967-139-97-87,,,,Наличный расчёт|Оплата через банк,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
132,70000001041186571,70000001041186570,Магазин овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1в,4504235295679984,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.61768880504211,37.5104665880515
133,70000001041186664,70000001041186663,Магазин овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к1,4504235310822427,,,,,Наличный расчёт,Понедельник: с 8:00 до 20:00|Вторник: с 8:00 до 20:00|Среда: с 8:00 до 20:00|Четверг: с 8:00 до 20:00|Пятница: с 8:00 до 20:00|Суббота: с 8:00 до 20:00|Воскресенье: с 8:00 до 20:00,1,55.6178057830857,37.511737614347
135,70000001025435039,70000001025435038,Магазин овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117465,Тёплый Стан улица,9 к4 ст1,4504235282602784,,,,,Наличный расчёт,Понедельник: с 9:00 до 22:00|Вторник: с 9:00 до 22:00|Среда: с 9:00 до 22:00|Четверг: с 9:00 до 22:00|Пятница: с 9:00 до 22:00|Суббота: с 9:00 до 22:00|Воскресенье: с 9:00 до 21:00,1,55.619030447425004,37.4942714007833
136,70000001032965521,70000001032965520,Магазин овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,132 к4,4504235282588777,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.6307021272342,37.510305430289606
137,70000001041210093,70000001041210092,Магазин овощей и фруктов,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.618173694795196,37.509555786185004
138,70000001041210370,70000001041210369,"Магазин овощей и фруктов, ИП Амирова О.В.",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,1а ст1,70030076178066140,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.618173694795196,37.509555786185004
139,70000001032976659,70000001032976658,"Магазин овощей и фруктов, ИП Суслова М.В.",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117513,Ленинский проспект,131а,4504235282572385,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:30|Вторник: с 9:00 до 21:30|Среда: с 9:00 до 21:30|Четверг: с 9:00 до 21:30|Пятница: с 9:00 до 21:30|Суббота: с 9:00 до 21:30|Воскресенье: с 9:00 до 21:30,1,55.642642076269595,37.4809524393918
150,70000001025754619,70000001025754618,Магазин фруктов и овощей,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117463,Голубинская улица,32/2,4504235282557498,,,,,Наличный расчёт,Понедельник: с 8:30 до 22:00|Вторник: с 8:30 до 22:00|Среда: с 8:30 до 22:00|Четверг: с 8:30 до 22:00|Пятница: с 8:30 до 22:00|Суббота: с 8:30 до 22:00|Воскресенье: с 8:30 до 22:00,1,55.5942110171276,37.5459173430979
151,70000001030411388,70000001030411387,Магазин фруктов и овощей,Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Новоясеневский проспект,24,4504235282561605,,,,,Наличный расчёт,Понедельник: с 8:00 до 23:00|Вторник: с 8:00 до 23:00|Среда: с 8:00 до 23:00|Четверг: с 8:00 до 23:00|Пятница: с 8:00 до 23:00|Суббота: с 8:00 до 23:00|Воскресенье: с 8:00 до 23:00,1,55.60597204202129,37.5297619511968
153,4504127917451851,4504136499574023,"Магазин фруктов и овощей, ИП Васин В.А.",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Тёплый Стан улица,27 ст1,4504235282568028,,,,,Наличный расчёт,Понедельник: с 10:00 до 22:00|Вторник: с 10:00 до 22:00|Среда: с 10:00 до 22:00|Четверг: с 10:00 до 22:00|Пятница: с 10:00 до 22:00|Суббота: с 10:00 до 22:00|Воскресенье: с 10:00 до 21:00,1,55.6306709739221,37.4821779211024
303,70000001022639644,4504136499572788,"Фрутаминка, сеть магазинов фруктов и овощей",Овощи / Фрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117133,Академика Виноградова улица,1,4504235283015750,,info@frutaminka.ru,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:30|Вторник: с 9:00 до 21:30|Среда: с 9:00 до 21:30|Четверг: с 9:00 до 21:30|Пятница: с 9:00 до 21:30|Суббота: с 9:00 до 21:30|Воскресенье: с 9:00 до 21:30,14,55.6320377322181,37.4833743872293
30,70000001037306445,70000001037306444,"Бакалея №1, оптово-розничный магазин",Овощи / Фрукты|Консервированная продукция|Чай / Кофе|Мука / Крупы,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к5,70030076162970516,,,,,Наличный расчёт,Понедельник: с 7:00 до 20:00|Вторник: с 7:00 до 20:00|Среда: с 7:00 до 20:00|Четверг: с 7:00 до 20:00|Пятница: с 7:00 до 20:00|Суббота: с 7:00 до 20:00|Воскресенье: с 7:00 до 20:00,1,55.61830434659229,37.5122291724705
190,70000001041142996,70000001041142995,Оптово-розничный продуктовый магазин,Овощи / Фрукты|Мука / Крупы|Специи / Пряности|Консервированная продукция|Чай / Кофе,Москва,Москва город федерального значения,,Москва г.,Ясенево,117588,Новоясеневский проспект,1Б к6,70030076162970480,,,,,Наличный расчёт,Понедельник: с 0:00 до 24:00|Вторник: с 0:00 до 24:00|Среда: с 0:00 до 24:00|Четверг: с 0:00 до 24:00|Пятница: с 0:00 до 24:00|Суббота: с 0:00 до 24:00|Воскресенье: с 0:00 до 24:00,1,55.6192353169526,37.511775523252
134,70000001041445538,70000001041445537,Магазин овощей и фруктов,Овощи / Фрукты|Орехи / Семечки / Сухофрукты,Москва,Москва город федерального значения,,Москва г.,Ясенево,117574,Одоевского проезд,11а ст2,4504235312190032,,,,,Наличный расчёт,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 20:00,1,55.5989241120607,37.516116092873396
152,70000001040601515,70000001040601514,Магазин фруктов и овощей,Овощи / Фрукты|Орехи / Семечки / Сухофрукты,Москва,Москва город федерального значения,,Москва г.,Тёплый Стан,117321,Профсоюзная улица,144,4504235282569509,,,,,Наличный расчёт|Расчёт по картам,Понедельник: с 9:00 до 21:00|Вторник: с 9:00 до 21:00|Среда: с 9:00 до 21:00|Четверг: с 9:00 до 21:00|Пятница: с 9:00 до 21:00|Суббота: с 9:00 до 21:00|Воскресенье: с 9:00 до 21:00,1,55.624352741022605,37.508270207181894
